priority,stone,guide,url,stone_demand_impr_16mo,intent_demand_impr_16mo,top_stone_query,score
P3,sapphire,can-go-in-water,/gemstones/sapphire/can-go-in-water,0,0,,0
P3,sapphire,sleeping-with,/gemstones/sapphire/sleeping-with,0,0,,0
P3,sapphire,meaning,/gemstones/sapphire/meaning,0,0,,0
P3,sapphire,how-to-identify,/gemstones/sapphire/how-to-identify,0,0,,0
P3,sapphire,price-guide,/gemstones/sapphire/price-guide,0,0,,0
P3,sapphire,combinations,/gemstones/sapphire/combinations,0,0,,0
P3,sapphire,affirmations,/gemstones/sapphire/affirmations,0,0,,0
P3,smoky-quartz,who-should-not-wear,/gemstones/smoky-quartz/who-should-not-wear,0,0,,0
P3,smoky-quartz,how-to-cleanse,/gemstones/smoky-quartz/how-to-cleanse,0,0,,0
P3,smoky-quartz,sleeping-with,/gemstones/smoky-quartz/sleeping-with,0,0,,0
P3,smoky-quartz,how-to-identify,/gemstones/smoky-quartz/how-to-identify,0,0,,0
P3,smoky-quartz,price-guide,/gemstones/smoky-quartz/price-guide,0,0,,0
P3,smoky-quartz,combinations,/gemstones/smoky-quartz/combinations,0,0,,0
P3,smoky-quartz,affirmations,/gemstones/smoky-quartz/affirmations,0,0,,0
P3,sodalite,who-should-not-wear,/gemstones/sodalite/who-should-not-wear,0,0,,0
P3,sodalite,how-to-cleanse,/gemstones/sodalite/how-to-cleanse,0,0,,0
P3,sodalite,sleeping-with,/gemstones/sodalite/sleeping-with,0,0,,0
P3,sodalite,meaning,/gemstones/sodalite/meaning,0,0,,0
P3,sodalite,how-to-identify,/gemstones/sodalite/how-to-identify,0,0,,0
P3,sodalite,price-guide,/gemstones/sodalite/price-guide,0,0,,0
P3,sodalite,combinations,/gemstones/sodalite/combinations,0,0,,0
P3,sodalite,affirmations,/gemstones/sodalite/affirmations,0,0,,0
P3,strawberry-quartz,who-should-not-wear,/gemstones/strawberry-quartz/who-should-not-wear,0,0,,0
P3,strawberry-quartz,how-to-cleanse,/gemstones/strawberry-quartz/how-to-cleanse,0,0,,0
P3,strawberry-quartz,sleeping-with,/gemstones/strawberry-quartz/sleeping-with,0,0,,0
P3,strawberry-quartz,how-to-identify,/gemstones/strawberry-quartz/how-to-identify,0,0,,0
P3,strawberry-quartz,price-guide,/gemstones/strawberry-quartz/price-guide,0,0,,0
P3,strawberry-quartz,combinations,/gemstones/strawberry-quartz/combinations,0,0,,0
P3,strawberry-quartz,affirmations,/gemstones/strawberry-quartz/affirmations,0,0,,0
P3,sunstone,who-should-not-wear,/gemstones/sunstone/who-should-not-wear,0,0,,0
P3,sunstone,how-to-cleanse,/gemstones/sunstone/how-to-cleanse,0,0,,0
P3,sunstone,sleeping-with,/gemstones/sunstone/sleeping-with,0,0,,0
P3,sunstone,how-to-identify,/gemstones/sunstone/how-to-identify,0,0,,0
P3,sunstone,price-guide,/gemstones/sunstone/price-guide,0,0,,0
P3,sunstone,combinations,/gemstones/sunstone/combinations,0,0,,0
P3,sunstone,affirmations,/gemstones/sunstone/affirmations,0,0,,0
P3,tree-agate,who-should-not-wear,/gemstones/tree-agate/who-should-not-wear,0,0,,0
P3,tree-agate,how-to-cleanse,/gemstones/tree-agate/how-to-cleanse,0,0,,0
P3,tree-agate,can-go-in-water,/gemstones/tree-agate/can-go-in-water,0,0,,0
P3,tree-agate,sleeping-with,/gemstones/tree-agate/sleeping-with,0,0,,0
P3,tree-agate,how-to-identify,/gemstones/tree-agate/how-to-identify,0,0,,0
P3,tree-agate,price-guide,/gemstones/tree-agate/price-guide,0,0,,0
P3,tree-agate,combinations,/gemstones/tree-agate/combinations,0,0,,0
P3,tree-agate,affirmations,/gemstones/tree-agate/affirmations,0,0,,0
P3,white-agate,who-should-not-wear,/gemstones/white-agate/who-should-not-wear,0,0,,0
P3,white-agate,how-to-cleanse,/gemstones/white-agate/how-to-cleanse,0,0,,0
P3,white-agate,can-go-in-water,/gemstones/white-agate/can-go-in-water,0,0,,0
P3,white-agate,sleeping-with,/gemstones/white-agate/sleeping-with,0,0,,0
P3,white-agate,how-to-identify,/gemstones/white-agate/how-to-identify,0,0,,0
P3,white-agate,price-guide,/gemstones/white-agate/price-guide,0,0,,0
P3,white-agate,combinations,/gemstones/white-agate/combinations,0,0,,0
P3,white-agate,affirmations,/gemstones/white-agate/affirmations,0,0,,0
P3,white-quartz,who-should-not-wear,/gemstones/white-quartz/who-should-not-wear,0,0,,0
P3,white-quartz,how-to-cleanse,/gemstones/white-quartz/how-to-cleanse,0,0,,0
P3,white-quartz,can-go-in-water,/gemstones/white-quartz/can-go-in-water,0,0,,0
P3,white-quartz,sleeping-with,/gemstones/white-quartz/sleeping-with,0,0,,0
P3,white-quartz,how-to-identify,/gemstones/white-quartz/how-to-identify,0,0,,0
P3,white-quartz,price-guide,/gemstones/white-quartz/price-guide,0,0,,0
P3,white-quartz,combinations,/gemstones/white-quartz/combinations,0,0,,0
P3,white-quartz,affirmations,/gemstones/white-quartz/affirmations,0,0,,0
