source_page_id,source_url,destination_url,relationship,anchor,current_or_proposed,reason
P-0297,/gemstones/green-goldstone/who-should-not-wear,/gemstones/green-goldstone,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0297,/gemstones/green-goldstone/who-should-not-wear,/gemstones/green-goldstone/meaning,sibling,(writer chooses descriptive anchor),proposed,what the stone is traditionally for
P-0297,/gemstones/green-goldstone/who-should-not-wear,/gemstones/green-goldstone/sleeping-with,sibling,(writer chooses descriptive anchor),proposed,night-time use cautions
P-0297,/gemstones/green-goldstone/who-should-not-wear,/learn/crystal-healing-science,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0298,/gemstones/green-goldstone/how-to-cleanse,/gemstones/green-goldstone,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0298,/gemstones/green-goldstone/how-to-cleanse,/gemstones/green-goldstone/can-go-in-water,sibling,(writer chooses descriptive anchor),proposed,whether water cleansing is safe for this stone
P-0298,/gemstones/green-goldstone/how-to-cleanse,/learn/how-to-cleanse-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0298,/gemstones/green-goldstone/how-to-cleanse,/learn/how-to-charge-crystals,next-step,(writer chooses descriptive anchor),proposed,charging follows cleansing
P-0299,/gemstones/green-goldstone/can-go-in-water,/gemstones/green-goldstone,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0299,/gemstones/green-goldstone/can-go-in-water,/gemstones/green-goldstone/how-to-cleanse,sibling,(writer chooses descriptive anchor),proposed,water is one cleansing method among several
P-0299,/gemstones/green-goldstone/can-go-in-water,/learn/what-crystals-can-go-in-water,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0299,/gemstones/green-goldstone/can-go-in-water,/learn/salt-safe-crystals,lateral,(writer chooses descriptive anchor),proposed,salt cleansing is the common follow-up question
P-0299,/gemstones/green-goldstone/can-go-in-water,/learn/sun-safe-crystals,lateral,(writer chooses descriptive anchor),proposed,sun charging after washing
P-0300,/gemstones/green-goldstone/sleeping-with,/gemstones/green-goldstone,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0300,/gemstones/green-goldstone/sleeping-with,/gemstones/green-goldstone/who-should-not-wear,sibling,(writer chooses descriptive anchor),proposed,who should avoid night-time use
P-0300,/gemstones/green-goldstone/sleeping-with,/gemstones/green-goldstone/affirmations,sibling,(writer chooses descriptive anchor),proposed,bedtime affirmation routine
P-0300,/gemstones/green-goldstone/sleeping-with,/crystals/crystals-for-sleep,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0301,/gemstones/green-goldstone/how-to-identify,/gemstones/green-goldstone,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0301,/gemstones/green-goldstone/how-to-identify,/gemstones/green-goldstone/price-guide,sibling,(writer chooses descriptive anchor),proposed,price is an identification signal
P-0301,/gemstones/green-goldstone/how-to-identify,/gemstones/green-goldstone/meaning,sibling,(writer chooses descriptive anchor),proposed,what genuine material looks like
P-0301,/gemstones/green-goldstone/how-to-identify,/learn/are-online-crystals-real,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0301,/gemstones/green-goldstone/how-to-identify,/compare/lab-created-vs-natural-gemstones,lateral,(writer chooses descriptive anchor),proposed,lab-grown vs natural is a distinct question from fake vs real
P-0302,/gemstones/green-goldstone/price-guide,/gemstones/green-goldstone,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0302,/gemstones/green-goldstone/price-guide,/gemstones/green-goldstone/how-to-identify,sibling,(writer chooses descriptive anchor),proposed,avoid paying real-stone prices for imitations
P-0302,/gemstones/green-goldstone/price-guide,/learn/ethical-crystal-sourcing,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0302,/gemstones/green-goldstone/price-guide,/learn/mohs-hardness-scale,lateral,(writer chooses descriptive anchor),proposed,durability affects value
P-0303,/gemstones/green-goldstone/combinations,/gemstones/green-goldstone,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0303,/gemstones/green-goldstone/combinations,/gemstones/green-goldstone/meaning,sibling,(writer chooses descriptive anchor),proposed,the stone's own associations
P-0303,/gemstones/green-goldstone/combinations,/gemstones/green-goldstone/affirmations,sibling,(writer chooses descriptive anchor),proposed,pairing stones with intention
P-0303,/gemstones/green-goldstone/combinations,/learn/crystal-grids,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0304,/gemstones/green-goldstone/affirmations,/gemstones/green-goldstone,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0304,/gemstones/green-goldstone/affirmations,/gemstones/green-goldstone/meaning,sibling,(writer chooses descriptive anchor),proposed,associations the affirmations draw on
P-0304,/gemstones/green-goldstone/affirmations,/gemstones/green-goldstone/combinations,sibling,(writer chooses descriptive anchor),proposed,stones to hold alongside
P-0304,/gemstones/green-goldstone/affirmations,/learn/how-to-program-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0305,/gemstones/calcite/who-should-not-wear,/gemstones/calcite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0305,/gemstones/calcite/who-should-not-wear,/gemstones/calcite/meaning,sibling,(writer chooses descriptive anchor),proposed,what the stone is traditionally for
P-0305,/gemstones/calcite/who-should-not-wear,/gemstones/calcite/sleeping-with,sibling,(writer chooses descriptive anchor),proposed,night-time use cautions
P-0305,/gemstones/calcite/who-should-not-wear,/learn/crystal-healing-science,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0306,/gemstones/calcite/how-to-cleanse,/gemstones/calcite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0306,/gemstones/calcite/how-to-cleanse,/gemstones/calcite/can-go-in-water,sibling,(writer chooses descriptive anchor),proposed,whether water cleansing is safe for this stone
P-0306,/gemstones/calcite/how-to-cleanse,/learn/how-to-cleanse-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0306,/gemstones/calcite/how-to-cleanse,/learn/how-to-charge-crystals,next-step,(writer chooses descriptive anchor),proposed,charging follows cleansing
P-0307,/gemstones/calcite/sleeping-with,/gemstones/calcite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0307,/gemstones/calcite/sleeping-with,/gemstones/calcite/who-should-not-wear,sibling,(writer chooses descriptive anchor),proposed,who should avoid night-time use
P-0307,/gemstones/calcite/sleeping-with,/gemstones/calcite/affirmations,sibling,(writer chooses descriptive anchor),proposed,bedtime affirmation routine
P-0307,/gemstones/calcite/sleeping-with,/crystals/crystals-for-sleep,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0308,/gemstones/calcite/meaning,/gemstones/calcite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0308,/gemstones/calcite/meaning,/gemstones/calcite/combinations,sibling,(writer chooses descriptive anchor),proposed,pairing follows meaning
P-0308,/gemstones/calcite/meaning,/gemstones/calcite/affirmations,sibling,(writer chooses descriptive anchor),proposed,using the stone intentionally
P-0308,/gemstones/calcite/meaning,/gemstones/calcite/who-should-not-wear,sibling,(writer chooses descriptive anchor),proposed,cautions before adopting the stone
P-0308,/gemstones/calcite/meaning,/learn/gemstone-vs-crystal-vs-mineral,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0309,/gemstones/calcite/how-to-identify,/gemstones/calcite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0309,/gemstones/calcite/how-to-identify,/gemstones/calcite/price-guide,sibling,(writer chooses descriptive anchor),proposed,price is an identification signal
P-0309,/gemstones/calcite/how-to-identify,/gemstones/calcite/meaning,sibling,(writer chooses descriptive anchor),proposed,what genuine material looks like
P-0309,/gemstones/calcite/how-to-identify,/learn/are-online-crystals-real,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0309,/gemstones/calcite/how-to-identify,/compare/lab-created-vs-natural-gemstones,lateral,(writer chooses descriptive anchor),proposed,lab-grown vs natural is a distinct question from fake vs real
P-0310,/gemstones/calcite/price-guide,/gemstones/calcite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0310,/gemstones/calcite/price-guide,/gemstones/calcite/how-to-identify,sibling,(writer chooses descriptive anchor),proposed,avoid paying real-stone prices for imitations
P-0310,/gemstones/calcite/price-guide,/learn/ethical-crystal-sourcing,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0310,/gemstones/calcite/price-guide,/learn/mohs-hardness-scale,lateral,(writer chooses descriptive anchor),proposed,durability affects value
P-0311,/gemstones/calcite/combinations,/gemstones/calcite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0311,/gemstones/calcite/combinations,/gemstones/calcite/meaning,sibling,(writer chooses descriptive anchor),proposed,the stone's own associations
P-0311,/gemstones/calcite/combinations,/gemstones/calcite/affirmations,sibling,(writer chooses descriptive anchor),proposed,pairing stones with intention
P-0311,/gemstones/calcite/combinations,/learn/crystal-grids,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0312,/gemstones/calcite/affirmations,/gemstones/calcite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0312,/gemstones/calcite/affirmations,/gemstones/calcite/meaning,sibling,(writer chooses descriptive anchor),proposed,associations the affirmations draw on
P-0312,/gemstones/calcite/affirmations,/gemstones/calcite/combinations,sibling,(writer chooses descriptive anchor),proposed,stones to hold alongside
P-0312,/gemstones/calcite/affirmations,/learn/how-to-program-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0313,/gemstones/black-agate/who-should-not-wear,/gemstones/black-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0313,/gemstones/black-agate/who-should-not-wear,/gemstones/black-agate/meaning,sibling,(writer chooses descriptive anchor),proposed,what the stone is traditionally for
P-0313,/gemstones/black-agate/who-should-not-wear,/gemstones/black-agate/sleeping-with,sibling,(writer chooses descriptive anchor),proposed,night-time use cautions
P-0313,/gemstones/black-agate/who-should-not-wear,/learn/crystal-healing-science,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0314,/gemstones/black-agate/how-to-cleanse,/gemstones/black-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0314,/gemstones/black-agate/how-to-cleanse,/gemstones/black-agate/can-go-in-water,sibling,(writer chooses descriptive anchor),proposed,whether water cleansing is safe for this stone
P-0314,/gemstones/black-agate/how-to-cleanse,/learn/how-to-cleanse-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0314,/gemstones/black-agate/how-to-cleanse,/learn/how-to-charge-crystals,next-step,(writer chooses descriptive anchor),proposed,charging follows cleansing
P-0315,/gemstones/black-agate/can-go-in-water,/gemstones/black-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0315,/gemstones/black-agate/can-go-in-water,/gemstones/black-agate/how-to-cleanse,sibling,(writer chooses descriptive anchor),proposed,water is one cleansing method among several
P-0315,/gemstones/black-agate/can-go-in-water,/learn/what-crystals-can-go-in-water,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0315,/gemstones/black-agate/can-go-in-water,/learn/salt-safe-crystals,lateral,(writer chooses descriptive anchor),proposed,salt cleansing is the common follow-up question
P-0315,/gemstones/black-agate/can-go-in-water,/learn/sun-safe-crystals,lateral,(writer chooses descriptive anchor),proposed,sun charging after washing
P-0316,/gemstones/black-agate/sleeping-with,/gemstones/black-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0316,/gemstones/black-agate/sleeping-with,/gemstones/black-agate/who-should-not-wear,sibling,(writer chooses descriptive anchor),proposed,who should avoid night-time use
P-0316,/gemstones/black-agate/sleeping-with,/gemstones/black-agate/affirmations,sibling,(writer chooses descriptive anchor),proposed,bedtime affirmation routine
P-0316,/gemstones/black-agate/sleeping-with,/crystals/crystals-for-sleep,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0317,/gemstones/black-agate/how-to-identify,/gemstones/black-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0317,/gemstones/black-agate/how-to-identify,/gemstones/black-agate/price-guide,sibling,(writer chooses descriptive anchor),proposed,price is an identification signal
P-0317,/gemstones/black-agate/how-to-identify,/gemstones/black-agate/meaning,sibling,(writer chooses descriptive anchor),proposed,what genuine material looks like
P-0317,/gemstones/black-agate/how-to-identify,/learn/are-online-crystals-real,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0317,/gemstones/black-agate/how-to-identify,/compare/lab-created-vs-natural-gemstones,lateral,(writer chooses descriptive anchor),proposed,lab-grown vs natural is a distinct question from fake vs real
P-0318,/gemstones/black-agate/price-guide,/gemstones/black-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0318,/gemstones/black-agate/price-guide,/gemstones/black-agate/how-to-identify,sibling,(writer chooses descriptive anchor),proposed,avoid paying real-stone prices for imitations
P-0318,/gemstones/black-agate/price-guide,/learn/ethical-crystal-sourcing,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0318,/gemstones/black-agate/price-guide,/learn/mohs-hardness-scale,lateral,(writer chooses descriptive anchor),proposed,durability affects value
P-0319,/gemstones/black-agate/combinations,/gemstones/black-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0319,/gemstones/black-agate/combinations,/gemstones/black-agate/meaning,sibling,(writer chooses descriptive anchor),proposed,the stone's own associations
P-0319,/gemstones/black-agate/combinations,/gemstones/black-agate/affirmations,sibling,(writer chooses descriptive anchor),proposed,pairing stones with intention
P-0319,/gemstones/black-agate/combinations,/learn/crystal-grids,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0320,/gemstones/black-agate/affirmations,/gemstones/black-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0320,/gemstones/black-agate/affirmations,/gemstones/black-agate/meaning,sibling,(writer chooses descriptive anchor),proposed,associations the affirmations draw on
P-0320,/gemstones/black-agate/affirmations,/gemstones/black-agate/combinations,sibling,(writer chooses descriptive anchor),proposed,stones to hold alongside
P-0320,/gemstones/black-agate/affirmations,/learn/how-to-program-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0321,/gemstones/botswana-agate/who-should-not-wear,/gemstones/botswana-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0321,/gemstones/botswana-agate/who-should-not-wear,/gemstones/botswana-agate/meaning,sibling,(writer chooses descriptive anchor),proposed,what the stone is traditionally for
P-0321,/gemstones/botswana-agate/who-should-not-wear,/gemstones/botswana-agate/sleeping-with,sibling,(writer chooses descriptive anchor),proposed,night-time use cautions
P-0321,/gemstones/botswana-agate/who-should-not-wear,/learn/crystal-healing-science,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0322,/gemstones/botswana-agate/how-to-cleanse,/gemstones/botswana-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0322,/gemstones/botswana-agate/how-to-cleanse,/gemstones/botswana-agate/can-go-in-water,sibling,(writer chooses descriptive anchor),proposed,whether water cleansing is safe for this stone
P-0322,/gemstones/botswana-agate/how-to-cleanse,/learn/how-to-cleanse-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0322,/gemstones/botswana-agate/how-to-cleanse,/learn/how-to-charge-crystals,next-step,(writer chooses descriptive anchor),proposed,charging follows cleansing
P-0323,/gemstones/botswana-agate/can-go-in-water,/gemstones/botswana-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0323,/gemstones/botswana-agate/can-go-in-water,/gemstones/botswana-agate/how-to-cleanse,sibling,(writer chooses descriptive anchor),proposed,water is one cleansing method among several
P-0323,/gemstones/botswana-agate/can-go-in-water,/learn/what-crystals-can-go-in-water,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0323,/gemstones/botswana-agate/can-go-in-water,/learn/salt-safe-crystals,lateral,(writer chooses descriptive anchor),proposed,salt cleansing is the common follow-up question
P-0323,/gemstones/botswana-agate/can-go-in-water,/learn/sun-safe-crystals,lateral,(writer chooses descriptive anchor),proposed,sun charging after washing
P-0324,/gemstones/botswana-agate/sleeping-with,/gemstones/botswana-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0324,/gemstones/botswana-agate/sleeping-with,/gemstones/botswana-agate/who-should-not-wear,sibling,(writer chooses descriptive anchor),proposed,who should avoid night-time use
P-0324,/gemstones/botswana-agate/sleeping-with,/gemstones/botswana-agate/affirmations,sibling,(writer chooses descriptive anchor),proposed,bedtime affirmation routine
P-0324,/gemstones/botswana-agate/sleeping-with,/crystals/crystals-for-sleep,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0325,/gemstones/botswana-agate/how-to-identify,/gemstones/botswana-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0325,/gemstones/botswana-agate/how-to-identify,/gemstones/botswana-agate/price-guide,sibling,(writer chooses descriptive anchor),proposed,price is an identification signal
P-0325,/gemstones/botswana-agate/how-to-identify,/gemstones/botswana-agate/meaning,sibling,(writer chooses descriptive anchor),proposed,what genuine material looks like
P-0325,/gemstones/botswana-agate/how-to-identify,/learn/are-online-crystals-real,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0325,/gemstones/botswana-agate/how-to-identify,/compare/lab-created-vs-natural-gemstones,lateral,(writer chooses descriptive anchor),proposed,lab-grown vs natural is a distinct question from fake vs real
P-0326,/gemstones/botswana-agate/price-guide,/gemstones/botswana-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0326,/gemstones/botswana-agate/price-guide,/gemstones/botswana-agate/how-to-identify,sibling,(writer chooses descriptive anchor),proposed,avoid paying real-stone prices for imitations
P-0326,/gemstones/botswana-agate/price-guide,/learn/ethical-crystal-sourcing,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0326,/gemstones/botswana-agate/price-guide,/learn/mohs-hardness-scale,lateral,(writer chooses descriptive anchor),proposed,durability affects value
P-0327,/gemstones/botswana-agate/combinations,/gemstones/botswana-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0327,/gemstones/botswana-agate/combinations,/gemstones/botswana-agate/meaning,sibling,(writer chooses descriptive anchor),proposed,the stone's own associations
P-0327,/gemstones/botswana-agate/combinations,/gemstones/botswana-agate/affirmations,sibling,(writer chooses descriptive anchor),proposed,pairing stones with intention
P-0327,/gemstones/botswana-agate/combinations,/learn/crystal-grids,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0328,/gemstones/botswana-agate/affirmations,/gemstones/botswana-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0328,/gemstones/botswana-agate/affirmations,/gemstones/botswana-agate/meaning,sibling,(writer chooses descriptive anchor),proposed,associations the affirmations draw on
P-0328,/gemstones/botswana-agate/affirmations,/gemstones/botswana-agate/combinations,sibling,(writer chooses descriptive anchor),proposed,stones to hold alongside
P-0328,/gemstones/botswana-agate/affirmations,/learn/how-to-program-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0329,/gemstones/yellow-calcite/who-should-not-wear,/gemstones/yellow-calcite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0329,/gemstones/yellow-calcite/who-should-not-wear,/gemstones/yellow-calcite/meaning,sibling,(writer chooses descriptive anchor),proposed,what the stone is traditionally for
P-0329,/gemstones/yellow-calcite/who-should-not-wear,/gemstones/yellow-calcite/sleeping-with,sibling,(writer chooses descriptive anchor),proposed,night-time use cautions
P-0329,/gemstones/yellow-calcite/who-should-not-wear,/learn/crystal-healing-science,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0330,/gemstones/yellow-calcite/how-to-cleanse,/gemstones/yellow-calcite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0330,/gemstones/yellow-calcite/how-to-cleanse,/gemstones/yellow-calcite/can-go-in-water,sibling,(writer chooses descriptive anchor),proposed,whether water cleansing is safe for this stone
P-0330,/gemstones/yellow-calcite/how-to-cleanse,/learn/how-to-cleanse-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0330,/gemstones/yellow-calcite/how-to-cleanse,/learn/how-to-charge-crystals,next-step,(writer chooses descriptive anchor),proposed,charging follows cleansing
P-0331,/gemstones/yellow-calcite/can-go-in-water,/gemstones/yellow-calcite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0331,/gemstones/yellow-calcite/can-go-in-water,/gemstones/yellow-calcite/how-to-cleanse,sibling,(writer chooses descriptive anchor),proposed,water is one cleansing method among several
P-0331,/gemstones/yellow-calcite/can-go-in-water,/learn/what-crystals-can-go-in-water,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0331,/gemstones/yellow-calcite/can-go-in-water,/learn/salt-safe-crystals,lateral,(writer chooses descriptive anchor),proposed,salt cleansing is the common follow-up question
P-0331,/gemstones/yellow-calcite/can-go-in-water,/learn/sun-safe-crystals,lateral,(writer chooses descriptive anchor),proposed,sun charging after washing
P-0332,/gemstones/yellow-calcite/sleeping-with,/gemstones/yellow-calcite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0332,/gemstones/yellow-calcite/sleeping-with,/gemstones/yellow-calcite/who-should-not-wear,sibling,(writer chooses descriptive anchor),proposed,who should avoid night-time use
P-0332,/gemstones/yellow-calcite/sleeping-with,/gemstones/yellow-calcite/affirmations,sibling,(writer chooses descriptive anchor),proposed,bedtime affirmation routine
P-0332,/gemstones/yellow-calcite/sleeping-with,/crystals/crystals-for-sleep,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0333,/gemstones/yellow-calcite/how-to-identify,/gemstones/yellow-calcite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0333,/gemstones/yellow-calcite/how-to-identify,/gemstones/yellow-calcite/price-guide,sibling,(writer chooses descriptive anchor),proposed,price is an identification signal
P-0333,/gemstones/yellow-calcite/how-to-identify,/gemstones/yellow-calcite/meaning,sibling,(writer chooses descriptive anchor),proposed,what genuine material looks like
P-0333,/gemstones/yellow-calcite/how-to-identify,/learn/are-online-crystals-real,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0333,/gemstones/yellow-calcite/how-to-identify,/compare/lab-created-vs-natural-gemstones,lateral,(writer chooses descriptive anchor),proposed,lab-grown vs natural is a distinct question from fake vs real
P-0334,/gemstones/yellow-calcite/price-guide,/gemstones/yellow-calcite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0334,/gemstones/yellow-calcite/price-guide,/gemstones/yellow-calcite/how-to-identify,sibling,(writer chooses descriptive anchor),proposed,avoid paying real-stone prices for imitations
P-0334,/gemstones/yellow-calcite/price-guide,/learn/ethical-crystal-sourcing,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0334,/gemstones/yellow-calcite/price-guide,/learn/mohs-hardness-scale,lateral,(writer chooses descriptive anchor),proposed,durability affects value
P-0335,/gemstones/yellow-calcite/combinations,/gemstones/yellow-calcite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0335,/gemstones/yellow-calcite/combinations,/gemstones/yellow-calcite/meaning,sibling,(writer chooses descriptive anchor),proposed,the stone's own associations
P-0335,/gemstones/yellow-calcite/combinations,/gemstones/yellow-calcite/affirmations,sibling,(writer chooses descriptive anchor),proposed,pairing stones with intention
P-0335,/gemstones/yellow-calcite/combinations,/learn/crystal-grids,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0336,/gemstones/yellow-calcite/affirmations,/gemstones/yellow-calcite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0336,/gemstones/yellow-calcite/affirmations,/gemstones/yellow-calcite/meaning,sibling,(writer chooses descriptive anchor),proposed,associations the affirmations draw on
P-0336,/gemstones/yellow-calcite/affirmations,/gemstones/yellow-calcite/combinations,sibling,(writer chooses descriptive anchor),proposed,stones to hold alongside
P-0336,/gemstones/yellow-calcite/affirmations,/learn/how-to-program-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0337,/gemstones/clear-quartz/how-to-identify,/gemstones/clear-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0337,/gemstones/clear-quartz/how-to-identify,/gemstones/clear-quartz/price-guide,sibling,(writer chooses descriptive anchor),proposed,price is an identification signal
P-0337,/gemstones/clear-quartz/how-to-identify,/gemstones/clear-quartz/meaning,sibling,(writer chooses descriptive anchor),proposed,what genuine material looks like
P-0337,/gemstones/clear-quartz/how-to-identify,/learn/are-online-crystals-real,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0337,/gemstones/clear-quartz/how-to-identify,/crystals/crystals-for-healing,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0337,/gemstones/clear-quartz/how-to-identify,/crystals/crystals-for-concentration,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0337,/gemstones/clear-quartz/how-to-identify,/compare/lab-created-vs-natural-gemstones,lateral,(writer chooses descriptive anchor),proposed,lab-grown vs natural is a distinct question from fake vs real
P-0338,/gemstones/clear-quartz/who-should-not-wear,/gemstones/clear-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0338,/gemstones/clear-quartz/who-should-not-wear,/gemstones/clear-quartz/meaning,sibling,(writer chooses descriptive anchor),proposed,what the stone is traditionally for
P-0338,/gemstones/clear-quartz/who-should-not-wear,/gemstones/clear-quartz/sleeping-with,sibling,(writer chooses descriptive anchor),proposed,night-time use cautions
P-0338,/gemstones/clear-quartz/who-should-not-wear,/learn/crystal-healing-science,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0338,/gemstones/clear-quartz/who-should-not-wear,/crystals/crystals-for-healing,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0338,/gemstones/clear-quartz/who-should-not-wear,/crystals/crystals-for-concentration,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0339,/gemstones/clear-quartz/how-to-cleanse,/gemstones/clear-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0339,/gemstones/clear-quartz/how-to-cleanse,/gemstones/clear-quartz/can-go-in-water,sibling,(writer chooses descriptive anchor),proposed,whether water cleansing is safe for this stone
