url,section,macro,seed,kind,stone,guide,status,priority,frame,title,meta_title,meta_description,words,batch,doc_id,doc_link,redirects,open_evidence_gaps
/gemstones/hematite/price-guide,gemstones,M1 Stone Atlas,S1.9 price-guide,subpage,hematite,price-guide,new,P3,Explanation,Hematite Price Guide: What It Costs and Why,"Hematite Price Guide — Costs, Grades, and Value Drivers","Hematite is one of the most affordable gemstones, typically $0.02 to $5 per carat for cut material. Here is what drives the price and how to avoid overpaying.",786,batch-027,1iE-6zPlzZ1I4Wr3C3huiwHvHUzD093BrqJ0rCPLhplA,https://docs.google.com/document/d/1iE-6zPlzZ1I4Wr3C3huiwHvHUzD093BrqJ0rCPLhplA/edit?usp=drivesdk,,Retail price evidence is from a 2023 source (buddhaandkarma.com); no GIA or trade association retail price guide for hematite at the tumbled-stone level was located; specialty collector specimen pricing had limited findable retail data
/gemstones/hematite/sleeping-with,gemstones,M1 Stone Atlas,S1.5 sleeping-with,subpage,hematite,sleeping-with,new,P3,Explanation,"Sleeping with Hematite: Placement, Uses, and Cautions","Sleeping with Hematite — Placement, Uses, and Cautions","Hematite by the bed is a common practice for grounding overnight. Learn what tradition says, how to place it, and who should be cautious before using it this way.",703,batch-027,1-XqqrvdxeyXbcfMSgMbVGFlMrlgbS2xbNEbKhVNqxbo,https://docs.google.com/document/d/1-XqqrvdxeyXbcfMSgMbVGFlMrlgbS2xbNEbKhVNqxbo/edit?usp=drivesdk,,No clinical evidence for crystal effects on sleep; all sleep-related claims are tradition only
/gemstones/hematite/who-should-not-wear,gemstones,M1 Stone Atlas,S1.2 who-should-not-wear,subpage,hematite,who-should-not-wear,new,P3,Evaluation,Who Should Be Cautious About Wearing Hematite,Who Should Not Wear Hematite — Safety and Tradition,"Hematite is safe for most adults, but certain medical situations and astrological traditions call for caution. Here is who should think twice before wearing it.",629,batch-027,1oqmo6XipEU5oEwxAotcg8B6m0OYqlKx9f8G-sX4MTV0,https://docs.google.com/document/d/1oqmo6XipEU5oEwxAotcg8B6m0OYqlKx9f8G-sX4MTV0/edit?usp=drivesdk,,No peer-reviewed toxicology data on hematite dust exposure at typical casual-handling levels located; astrological cautions are tradition with no verifiable primary source
/gemstones/hematoid-quartz/affirmations,gemstones,M1 Stone Atlas,S1.8 affirmations,subpage,hematoid-quartz,affirmations,new,P3,Instruction,Hematoid Quartz Affirmations — How to Use Them,Hematoid Quartz Affirmations — 12 Examples and How-To,"Hematoid Quartz is used in tradition for grounding, confidence, and focus. Find 12 affirmations that fit its associations, plus a simple daily practice.",589,batch-029,1xZ3J3OeC3xjq0QWzQ13EGaoh05FaHfrOAsgtoCAdKho,https://docs.google.com/document/d/1xZ3J3OeC3xjq0QWzQ13EGaoh05FaHfrOAsgtoCAdKho/edit?usp=drivesdk,,No scientific evidence supports crystal-assisted affirmation practice as more effective than affirmation alone; all associations and methods are tradition.
/gemstones/hematoid-quartz/can-go-in-water,gemstones,M1 Stone Atlas,S1.3 can-go-in-water,subpage,hematoid-quartz,can-go-in-water,new,P3,Explanation,Can Hematoid Quartz Go in Water?,Can Hematoid Quartz Go in Water? Safe Cleaning Guide,"Hematoid Quartz is water-safe for brief washing (Mohs 7, stable quartz matrix). Prolonged soaking and salt water are not recommended due to its iron content.",591,batch-029,13V4DK4vVMDRVUYWdCg0xzH0VvzZc1IoWH-SK633JgtA,https://docs.google.com/document/d/13V4DK4vVMDRVUYWdCg0xzH0VvzZc1IoWH-SK633JgtA/edit?usp=drivesdk,,none
/gemstones/hematoid-quartz/combinations,gemstones,M1 Stone Atlas,S1.7 combinations,subpage,hematoid-quartz,combinations,new,P3,Evaluation,Hematoid Quartz Combinations — Best Pairings,Best Hematoid Quartz Crystal Combinations,"Hematoid Quartz pairs well with grounding, clarity, and energizing stones. See which crystals tradition links to which goals, and which pairings to reconsider.",710,batch-029,1FhtweGCRqHGqYIBfgtLR6pNRJzDzZw4lMJ-XqkC9qe0,https://docs.google.com/document/d/1FhtweGCRqHGqYIBfgtLR6pNRJzDzZw4lMJ-XqkC9qe0/edit?usp=drivesdk,,Crystal pairing associations are tradition only; no controlled evidence exists. Specific pairing advice varies significantly across practitioners.
/gemstones/hematoid-quartz/how-to-cleanse,gemstones,M1 Stone Atlas,S1.6 how-to-cleanse,subpage,hematoid-quartz,how-to-cleanse,new,P3,Instruction,How to Cleanse Hematoid Quartz Without Damaging It,How to Cleanse Hematoid Quartz Safely,Hematoid Quartz is water-safe (Mohs 7) but prolonged soaking is unnecessary. Learn which cleansing methods work and which to limit for this iron-bearing stone.,737,batch-029,1xO0sD_CuAqaHhVF2Uv3yoptXLt-ZiJFQKX2MOC5w18s,https://docs.google.com/document/d/1xO0sD_CuAqaHhVF2Uv3yoptXLt-ZiJFQKX2MOC5w18s/edit?usp=drivesdk,,none
/gemstones/hematoid-quartz/how-to-identify,gemstones,M1 Stone Atlas,S1.4 how-to-identify,subpage,hematoid-quartz,how-to-identify,new,P3,Instruction,How to Identify Real Hematoid Quartz,How to Identify Real Hematoid Quartz vs Fakes,"Real Hematoid Quartz is quartz (Mohs 7) with visible iron oxide inclusions. Learn the key tests to distinguish it from glass, dyed stone, and cheaper imitations.",773,batch-029,1KbygjU2xT0FdTiTqQueg5Qdrr7K8NnEg0OcFrYFscik,https://docs.google.com/document/d/1KbygjU2xT0FdTiTqQueg5Qdrr7K8NnEg0OcFrYFscik/edit?usp=drivesdk,,No standardized gemological grading system exists specifically for Hematoid Quartz; identification criteria are based on quartz mineralogy and visual inclusion characteristics.
/gemstones/hematoid-quartz/price-guide,gemstones,M1 Stone Atlas,S1.9 price-guide,subpage,hematoid-quartz,price-guide,new,P3,Explanation,Hematoid Quartz Price Guide,Hematoid Quartz Price Guide — What It Costs in 2026,Hematoid Quartz tumbled pieces sell for $3–15; points and towers $10–60; collector specimens up to $300. Learn what drives price and how to avoid overpaying.,676,batch-029,1Gf4r4TwalbJQMs-rKwo5GqSBTfZcQ3hg4umvPGc8JTs,https://docs.google.com/document/d/1Gf4r4TwalbJQMs-rKwo5GqSBTfZcQ3hg4umvPGc8JTs/edit?usp=drivesdk,,Per-carat pricing for Hematoid Quartz is not consistently published in gem-trade sources; the stone is sold by piece at retail. Auction and high-end collector data were not found in the search conducted September 2026.
/gemstones/hematoid-quartz/sleeping-with,gemstones,M1 Stone Atlas,S1.5 sleeping-with,subpage,hematoid-quartz,sleeping-with,new,P3,Explanation,Sleeping with Hematoid Quartz — What to Expect,Sleeping with Hematoid Quartz — Bedside or Pillow?,Hematoid Quartz is physically safe for nighttime use. Tradition links it to grounding and vitality — learn how practitioners place it and who may prefer distance.,628,batch-029,12vvw28XwXhmufl3iNqAp3cpKhtOikyTIjf4n7vvivJY,https://docs.google.com/document/d/12vvw28XwXhmufl3iNqAp3cpKhtOikyTIjf4n7vvivJY/edit?usp=drivesdk,,No clinical research exists on crystal placement during sleep; all sleep-related associations are from crystal tradition only.
/gemstones/hematoid-quartz/who-should-not-wear,gemstones,M1 Stone Atlas,S1.2 who-should-not-wear,subpage,hematoid-quartz,who-should-not-wear,new,P3,Evaluation,Who Should Not Wear Hematoid Quartz,Who Should Not Wear Hematoid Quartz — Cautions,"Most people can wear Hematoid Quartz safely. Learn which physical, traditional, and astrological considerations suggest caution before buying.",596,batch-029,1vh3eyTO0DccnPthOuUb041uVNghasFFwZz5RHyEQUFQ,https://docs.google.com/document/d/1vh3eyTO0DccnPthOuUb041uVNghasFFwZz5RHyEQUFQ/edit?usp=drivesdk,,No peer-reviewed sources address who should avoid Hematoid Quartz; astrological cautions are drawn from crystal-tradition sources only and vary by practitioner.
/gemstones/honey-calcite/affirmations,gemstones,M1 Stone Atlas,S1.8 affirmations,subpage,honey-calcite,affirmations,new,P3,Instruction,Honey Calcite Affirmations: How to Use Them,Honey Calcite Affirmations and How to Use Them,"Honey Calcite is traditionally linked to confidence, clarity, and willpower. Learn which affirmations suit the stone's associations and how to use them in practice.",778,batch-066,1gnaAR8AYO8uj7sf70edJHIzFjd_EENXvmX8xr34OYNU,https://docs.google.com/document/d/1gnaAR8AYO8uj7sf70edJHIzFjd_EENXvmX8xr34OYNU/edit?usp=drivesdk,,Affirmation traditions are not clinically validated; all claims are stated as traditional practice.
/gemstones/honey-calcite/can-go-in-water,gemstones,M1 Stone Atlas,S1.3 can-go-in-water,subpage,honey-calcite,can-go-in-water,new,P3,Explanation,Can Honey Calcite Go in Water? No — Here's Why,Can Honey Calcite Go in Water? No — Here's Why,"Honey Calcite (CaCO3, Mohs 3) dissolves in acids and is softened by water. It should not soak in water or contact salt. Safe cleaning methods explained.",701,batch-066,12wlvRZ1on2SBJZLMjreOHMY2JsI4nOul-hAgc_rpxVY,https://docs.google.com/document/d/12wlvRZ1on2SBJZLMjreOHMY2JsI4nOul-hAgc_rpxVY/edit?usp=drivesdk,,none
/gemstones/honey-calcite/combinations,gemstones,M1 Stone Atlas,S1.7 combinations,subpage,honey-calcite,combinations,new,P3,Evaluation,Honey Calcite Crystal Combinations: Pairings by Goal,Honey Calcite Crystal Combinations and Pairings,"Crystal practitioners pair Honey Calcite with citrine, clear quartz, tiger's eye, and carnelian for different intentions. Pairings and rationale explained.",767,batch-066,1u1e1VPkeDmWBQ53CorX77AxNM-V5z7zVVU-ZeqM1qEc,https://docs.google.com/document/d/1u1e1VPkeDmWBQ53CorX77AxNM-V5z7zVVU-ZeqM1qEc/edit?usp=drivesdk,,Crystal pairing traditions are not clinically tested; all pairing recommendations are from practitioner tradition.
/gemstones/honey-calcite/how-to-cleanse,gemstones,M1 Stone Atlas,S1.6 how-to-cleanse,subpage,honey-calcite,how-to-cleanse,new,P3,Instruction,How to Cleanse Honey Calcite Without Damaging It,How to Cleanse Honey Calcite Safely,"Honey Calcite (Mohs 3) dissolves in acids and is damaged by water and salt. Use smoke, sound, moonlight, or breath instead. Step-by-step guide.",907,batch-066,1PWjYZhWczhU1VC9Uz1fk6Tw3N9pCiBzAcTDNt8m_FM0,https://docs.google.com/document/d/1PWjYZhWczhU1VC9Uz1fk6Tw3N9pCiBzAcTDNt8m_FM0/edit?usp=drivesdk,,none
/gemstones/honey-calcite/how-to-identify,gemstones,M1 Stone Atlas,S1.4 how-to-identify,subpage,honey-calcite,how-to-identify,new,P3,Instruction,How to Identify Real Honey Calcite,How to Identify Real Honey Calcite vs Fakes,"Real Honey Calcite is Mohs 3, fizzes in acid, and shows rhombohedral cleavage. Learn how to distinguish it from glass, citrine, fluorite, and dyed material.",909,batch-066,12w0OxFoEInhqtqRySWpiiy_WRZ4blR0XoAjb5DB9XCk,https://docs.google.com/document/d/12w0OxFoEInhqtqRySWpiiy_WRZ4blR0XoAjb5DB9XCk/edit?usp=drivesdk,,No systematic study of Honey Calcite fraud rates in retail crystal markets; practitioner-reported tests are confirmable against known mineral properties.
/gemstones/honey-calcite/price-guide,gemstones,M1 Stone Atlas,S1.9 price-guide,subpage,honey-calcite,price-guide,new,P3,Explanation,Honey Calcite Price Guide: What It Costs and Why,Honey Calcite Price Guide (2026),"Honey Calcite tumbled stones sell for roughly $2–$8 USD each. Learn what drives the price, how to spot overpriced material, and when to pay more.",829,batch-066,1tf1i4WjLILcrOf7OQWLEV48nX4y-wSrLV1gbTAhuSJM,https://docs.google.com/document/d/1tf1i4WjLILcrOf7OQWLEV48nX4y-wSrLV1gbTAhuSJM/edit?usp=drivesdk,,Per-carat pricing for high-grade faceted or display honey calcite is not well-documented in public gem-trade sources; wholesale bulk pricing varies by supplier and is not publicly listed.
/gemstones/honey-calcite/sleeping-with,gemstones,M1 Stone Atlas,S1.5 sleeping-with,subpage,honey-calcite,sleeping-with,new,P3,Explanation,Sleeping with Honey Calcite: What to Know,Sleeping with Honey Calcite: Placement and Cautions,Honey Calcite is fragile (Mohs 3) and should be kept on a nightstand rather than under a pillow. Tradition links it to clarity and vivid dreaming for some people.,721,batch-066,1Yt33gi3HWoLLInytDbZkpVjugl1dyRuIJBy-_dQnwaQ,https://docs.google.com/document/d/1Yt33gi3HWoLLInytDbZkpVjugl1dyRuIJBy-_dQnwaQ/edit?usp=drivesdk,,No clinical evidence exists for crystals affecting sleep quality; all sleep-related claims are traditional.
/gemstones/honey-calcite/who-should-not-wear,gemstones,M1 Stone Atlas,S1.2 who-should-not-wear,subpage,honey-calcite,who-should-not-wear,new,P3,Evaluation,Who Should Be Cautious About Wearing Honey Calcite,Who Should Avoid Wearing Honey Calcite?,Honey Calcite is fragile (Mohs 3) and unsuitable for rings or rough daily wear. Traditional cautions cover certain astrological placements and energy sensitivities.,730,batch-066,1i4hX5B1qGpG5r4w2YXLJme7ef9sBHDTLFZWzi4oLNvU,https://docs.google.com/document/d/1i4hX5B1qGpG5r4w2YXLJme7ef9sBHDTLFZWzi4oLNvU/edit?usp=drivesdk,,No peer-reviewed astrological contraindications exist; astrological cautions are reported from practitioner traditions only.
/gemstones/howlite/affirmations,gemstones,M1 Stone Atlas,S1.8 affirmations,subpage,howlite,affirmations,new,P3,Instruction,Howlite Affirmations — What to Say and How to Use Them,Howlite Affirmations — Phrases and Practice Guide,"Howlite affirmations focus on calm, patience, and rest. Hold the stone while speaking or breathing them slowly. Here are twelve phrases and a step-by-step practice.",862,batch-035,1VFW_8d_tAnUEa1LXM-F-TKW94QDNMkpm6cUM5BRvCmA,https://docs.google.com/document/d/1VFW_8d_tAnUEa1LXM-F-TKW94QDNMkpm6cUM5BRvCmA/edit?usp=drivesdk,,"Affirmation practice is subjective; phrases and methods reflect common crystal-practice conventions, not a standardized system."
/gemstones/howlite/combinations,gemstones,M1 Stone Atlas,S1.7 combinations,subpage,howlite,combinations,new,P3,Evaluation,Howlite Combinations — Which Crystals Pair With It,Best Howlite Crystal Combinations by Goal,"Howlite pairs well with amethyst and lepidolite for sleep, clear quartz for focus, and black tourmaline for grounding. Here is how each pairing works in tradition.",966,batch-035,1nM78-liUknII2XmVBPMzxiBK4NhF0AT8EUncenvCo-U,https://docs.google.com/document/d/1nM78-liUknII2XmVBPMzxiBK4NhF0AT8EUncenvCo-U/edit?usp=drivesdk,,Crystal pairing traditions are not standardized; pairings reflect most common recommendations across contemporary crystal-practice sources. No physical or clinical basis exists for pairing effects.
/gemstones/howlite/how-to-cleanse,gemstones,M1 Stone Atlas,S1.6 how-to-cleanse,subpage,howlite,how-to-cleanse,new,P3,Instruction,How to Cleanse Howlite Without Damaging It,How to Cleanse Howlite Safely — Methods That Work,"Howlite is porous and soft — avoid salt and prolonged soaking. Safe methods are smoke, sound, moonlight, brief running water, and visualization.",884,batch-035,18EPWSPsTcxOI9fyOOI1QV_U53G6wDxZzvIqLgG_AnA8,https://docs.google.com/document/d/18EPWSPsTcxOI9fyOOI1QV_U53G6wDxZzvIqLgG_AnA8/edit?usp=drivesdk,,none
/gemstones/howlite/how-to-identify,gemstones,M1 Stone Atlas,S1.4 how-to-identify,subpage,howlite,how-to-identify,new,P3,Instruction,How to Identify Real Howlite — Tests That Work,How to Identify Real Howlite vs Fakes and Imitations,"Howlite is white with dark veins, Mohs 3.5, and porous. Dyed howlite fails an acetone test. Magnesite fails an acid test. Here is how to tell them apart.",1075,batch-035,1YUEFU34ygydkLb9-SoOtpip7oRi5u0zS0BNbW30bzZY,https://docs.google.com/document/d/1YUEFU34ygydkLb9-SoOtpip7oRi5u0zS0BNbW30bzZY/edit?usp=drivesdk,,none
/gemstones/howlite/meaning,gemstones,M1 Stone Atlas,S1.1 meaning,subpage,howlite,meaning,new,P3,Explanation,Howlite Meaning — What It Is and What It Is Used For,"Howlite Meaning, Properties and Traditional Uses","Howlite is a soft white calcium borosilicate mineral found in 1868. In crystal tradition it is associated with calm, patience, and sleep. Here is its full story.",820,batch-035,1ORNCws--GP1KALWlJEGYYWjEU9CR1_i0C1JKFWXydN0,https://docs.google.com/document/d/1ORNCws--GP1KALWlJEGYYWjEU9CR1_i0C1JKFWXydN0/edit?usp=drivesdk,,none
/gemstones/howlite/price-guide,gemstones,M1 Stone Atlas,S1.9 price-guide,subpage,howlite,price-guide,new,P3,Explanation,Howlite Price Guide — What It Costs and Why,Howlite Price Guide — Cost per Stone and What Drives It,Howlite tumbled stones retail for $2–$3 each; bulk 1 lb runs $13–$26. It is one of the most affordable stones. Main risk is paying turquoise prices for dyed howlite.,841,batch-035,1jkskNF0pIGPuYfwX1U-cPkl0AO_bTCwRVFdWW9v9oGo,https://docs.google.com/document/d/1jkskNF0pIGPuYfwX1U-cPkl0AO_bTCwRVFdWW9v9oGo/edit?usp=drivesdk,,No per-carat pricing data found for faceted howlite (rare product); carving and specialty-format prices not surveyed. Ranges reflect US online retail only.
/gemstones/howlite/sleeping-with,gemstones,M1 Stone Atlas,S1.5 sleeping-with,subpage,howlite,sleeping-with,new,P3,Explanation,Sleeping with Howlite — What to Know and How to Do It,Sleeping with Howlite — Placement and Practice,"Howlite is one of the most commonly recommended sleep stones in crystal tradition. Here is how to place it, what to expect, and when to avoid it.",819,batch-035,1w0zd_6YazIwPlBxMl6i8BvMzSQdvSvQr_uxR1k6bxvI,https://docs.google.com/document/d/1w0zd_6YazIwPlBxMl6i8BvMzSQdvSvQr_uxR1k6bxvI/edit?usp=drivesdk,,No clinical evidence exists for or against sleep effects from howlite; traditional use is documented only in crystal-practice sources.
/gemstones/howlite/who-should-not-wear,gemstones,M1 Stone Atlas,S1.2 who-should-not-wear,subpage,howlite,who-should-not-wear,new,P3,Evaluation,Who Should Be Cautious About Wearing Howlite,Who Should Not Wear Howlite — Safety and Tradition,Howlite is non-toxic but soft (Mohs 3.5) — a poor choice for daily rings. Dyed specimens may transfer color. No strong traditional exclusions exist.,842,batch-035,1MYCBN0LN4O6KiGAIQg-p-PFrrusvIZr3DHTgXBnsPEE,https://docs.google.com/document/d/1MYCBN0LN4O6KiGAIQg-p-PFrrusvIZr3DHTgXBnsPEE/edit?usp=drivesdk,,No strong traditional or astrological sources specifically exclude any group from wearing howlite; cautions are practical or drawn from general crystal-practice conventions.
/gemstones/indian-agate/affirmations,gemstones,M1 Stone Atlas,S1.8 affirmations,subpage,indian-agate,affirmations,new,P3,Instruction,Indian Agate Affirmations — Phrases and How to Use Them,Indian Agate Affirmations — Grounding Phrases and Practice,"Indian Agate is traditionally associated with grounding, balance, and inner strength. Find affirmations that match its qualities and a simple practice for using them.",620,batch-025,1qfhu8ZuoYnaO03iYCaFHj3Nx5kdp2k1iITikHDUFf0M,https://docs.google.com/document/d/1qfhu8ZuoYnaO03iYCaFHj3Nx5kdp2k1iITikHDUFf0M/edit?usp=drivesdk,,No peer-reviewed research on crystal-paired affirmation effects.
/gemstones/indian-agate/can-go-in-water,gemstones,M1 Stone Atlas,S1.3 can-go-in-water,subpage,indian-agate,can-go-in-water,new,P3,Explanation,Can Indian Agate Go in Water?,Can Indian Agate Go in Water? Safe Cleaning Guide,Indian Agate is water-safe. Its SiO2 chemistry at Mohs 6.5–7 means brief water contact poses no damage risk. Learn what to avoid and how to clean it properly.,627,batch-025,1Jpx_XXuHxpE6sbW825xbKzbBpS5LeTLkNNSl15TBBU8,https://docs.google.com/document/d/1Jpx_XXuHxpE6sbW825xbKzbBpS5LeTLkNNSl15TBBU8/edit?usp=drivesdk,,none
/gemstones/indian-agate/combinations,gemstones,M1 Stone Atlas,S1.7 combinations,subpage,indian-agate,combinations,new,P3,Evaluation,Indian Agate Crystal Combinations — Pairings by Goal,Indian Agate Crystal Combinations — Best Pairings by Goal,"Indian Agate pairs well with rose quartz for emotional balance, black tourmaline for grounding, and citrine for motivation. See which pairings tradition favors and why.",712,batch-025,1gtYCpW-57f-ppDo07K8i0PwLFXSN2EkCoz8cw8_vIOk,https://docs.google.com/document/d/1gtYCpW-57f-ppDo07K8i0PwLFXSN2EkCoz8cw8_vIOk/edit?usp=drivesdk,,Crystal pairing effects are not scientifically tested; all pairing rationale is from crystal healing tradition.
/gemstones/indian-agate/how-to-cleanse,gemstones,M1 Stone Atlas,S1.6 how-to-cleanse,subpage,indian-agate,how-to-cleanse,new,P3,Instruction,How to Cleanse Indian Agate — Safe Methods,How to Cleanse Indian Agate Without Damage,"Indian Agate is water-safe and durable at Mohs 6.5–7. Learn which cleansing and recharging methods work, how long each takes, and what to avoid.",741,batch-025,1ElCiR5I30MfpYfeXYvfxX0MEB2YhLN1rHgyD3MbP13s,https://docs.google.com/document/d/1ElCiR5I30MfpYfeXYvfxX0MEB2YhLN1rHgyD3MbP13s/edit?usp=drivesdk,,none
/gemstones/indian-agate/how-to-identify,gemstones,M1 Stone Atlas,S1.4 how-to-identify,subpage,indian-agate,how-to-identify,new,P3,Instruction,How to Identify Real Indian Agate,How to Identify Real Indian Agate vs Fakes and Dyed Stone,"Real Indian Agate is SiO2 chalcedony at Mohs 6.5–7 with earthy banding or moss patterns. Learn the scratch test, visual checks, and how to spot dyed or glass imitations.",698,batch-025,13-_THhAvd5Yao5CBYMHn7r-sSRvwg9xSNKXP6pf8JaY,https://docs.google.com/document/d/13-_THhAvd5Yao5CBYMHn7r-sSRvwg9xSNKXP6pf8JaY/edit?usp=drivesdk,,Laboratory RI and SG testing requires equipment not available to most consumers; visual and hardness tests provide strong but not absolute identification.
/gemstones/indian-agate/price-guide,gemstones,M1 Stone Atlas,S1.9 price-guide,subpage,indian-agate,price-guide,new,P3,Explanation,Indian Agate Price Guide — What It Costs and Why,"Indian Agate Price Guide — Costs, Grades, and Value","Indian Agate tumbled stones sell for $1–5 each; bracelets for $2–8. Learn what drives price, how grades differ, and how to avoid overpaying for plain material.",610,batch-025,1JNyXqfjS9jh_lh-c42xjiXTBJWdAlLT9QEnwORyzSsc,https://docs.google.com/document/d/1JNyXqfjS9jh_lh-c42xjiXTBJWdAlLT9QEnwORyzSsc/edit?usp=drivesdk,,Per-carat retail pricing for faceted Indian Agate not found; agate is rarely sold by carat weight at retail. High-end collector specimen pricing not found.
/gemstones/indian-agate/sleeping-with,gemstones,M1 Stone Atlas,S1.5 sleeping-with,subpage,indian-agate,sleeping-with,new,P3,Explanation,Sleeping with Indian Agate — What to Expect,Sleeping with Indian Agate — Under the Pillow or Bedside?,Indian Agate is physically safe to keep in the bedroom. Tradition describes it as grounding and calming. Learn placement options and who may find it unsuitable at night.,587,batch-025,19vVOAksGWfdTzA8eviWgG7T1SQqpSL1bCw0mR3mST_k,https://docs.google.com/document/d/19vVOAksGWfdTzA8eviWgG7T1SQqpSL1bCw0mR3mST_k/edit?usp=drivesdk,,No clinical evidence for crystal effects on sleep quality; all sleep associations are from crystal tradition.
/gemstones/indian-agate/who-should-not-wear,gemstones,M1 Stone Atlas,S1.2 who-should-not-wear,subpage,indian-agate,who-should-not-wear,new,P3,Evaluation,Who Should Not Wear Indian Agate,Who Should Not Wear Indian Agate — Cautions Explained,Indian Agate poses no physical safety risk for most people. Learn which astrological traditions suggest caution and who may find its energy a poor fit.,606,batch-025,1Q--U5wtbWwZSW0mmXSCcU2js0QdqqKFXYCkWAtbyD88,https://docs.google.com/document/d/1Q--U5wtbWwZSW0mmXSCcU2js0QdqqKFXYCkWAtbyD88/edit?usp=drivesdk,,No peer-reviewed Vedic astrology contraindications found specifically for Indian Agate; tradition-sourced cautions drawn from general agate lore.
/gemstones/jade/affirmations,gemstones,M1 Stone Atlas,S1.8 affirmations,subpage,jade,affirmations,new,P1,Instruction,Jade Affirmations: What to Say and How to Use Them,Jade Affirmations: Phrases That Suit the Stone,"Jade's traditional associations are prosperity, harmony, and protection. These affirmations draw on those themes and can be used in a simple daily ritual.",693,batch-003,14bDX9rqm1eQqQNu6mkiRnaqOLIZ0SSZsf8o5jKnQBCQ,https://docs.google.com/document/d/14bDX9rqm1eQqQNu6mkiRnaqOLIZ0SSZsf8o5jKnQBCQ/edit?usp=drivesdk,,none
/gemstones/jade/combinations,gemstones,M1 Stone Atlas,S1.7 combinations,subpage,jade,combinations,new,P1,Evaluation,Jade Crystal Combinations: Pairings by Goal,Jade Crystal Combinations: Which Stones Pair Well,"Jade pairs well with citrine for prosperity, rose quartz for relationships, and black tourmaline for protection. This guide covers pairings by goal and what to avoid.",783,batch-003,1BgoYzVuiUK9dLX9RLCH__C-wk5Sjuz8Hpdv3mqh0OEI,https://docs.google.com/document/d/1BgoYzVuiUK9dLX9RLCH__C-wk5Sjuz8Hpdv3mqh0OEI/edit?usp=drivesdk,,none
/gemstones/jade/how-to-cleanse,gemstones,M1 Stone Atlas,S1.6 how-to-cleanse,subpage,jade,how-to-cleanse,new,P1,Instruction,How to Cleanse Jade Without Damaging It,How to Cleanse Jade Safely — Methods That Work,"Jade tolerates a brief water rinse but avoid ultrasonic cleaners, salt, and harsh chemicals — especially on treated stones. Here are the safe methods.",866,batch-003,1eydmtP_x7QSrjh11z5PeATuaMoHfBRstzktYrrC6czQ,https://docs.google.com/document/d/1eydmtP_x7QSrjh11z5PeATuaMoHfBRstzktYrrC6czQ/edit?usp=drivesdk,,none
/gemstones/jade/how-to-identify,gemstones,M1 Stone Atlas,S1.4 how-to-identify,subpage,jade,how-to-identify,new,P1,Instruction,How to Tell Real Jade from Fakes and Imitations,How to Identify Real Jade: Tests That Work,"Real jade is jadeite or nephrite. Serpentine, glass, dyed quartzite, and aventurine are the most common imitations. Here is how to tell them apart.",935,batch-003,1V0ocjjbK-gpro9A5jE_gWNaU6juURwvMieZ4_ix0xWo,https://docs.google.com/document/d/1V0ocjjbK-gpro9A5jE_gWNaU6juURwvMieZ4_ix0xWo/edit?usp=drivesdk,,none
/gemstones/jade/price-guide,gemstones,M1 Stone Atlas,S1.9 price-guide,subpage,jade,price-guide,new,P1,Explanation,Jade Price Guide: What Jade Costs and Why,Jade Price Guide: What Drives Cost in 2026,"Jade ranges from $2 per tumbled piece to over $100,000 per carat for imperial jadeite. Learn what drives the price and how to avoid overpaying.",901,batch-003,16PGnMILwv7o6-9aaq4L-saayTmi772K2Y3iCpaSbTiQ,https://docs.google.com/document/d/16PGnMILwv7o6-9aaq4L-saayTmi772K2Y3iCpaSbTiQ/edit?usp=drivesdk,,"Auction records for specific recent imperial jade lots were not independently verified; price ranges are from retail trade sources (BMJade, Gemslore, Huangs Jadeite, Jadeitovy Kamen, September 2026), not certified appraisal data. Hetian white nephrite pricing at the high end varies significantly by origin certification."
/gemstones/jade/sleeping-with,gemstones,M1 Stone Atlas,S1.5 sleeping-with,subpage,jade,sleeping-with,new,P1,Explanation,Sleeping with Jade: What to Expect and How to Do It,"Sleeping with Jade: Uses, Placement, and Cautions","Jade is physically safe to sleep near. Tradition associates it with calm, protective dreams, and emotional balance. Here is how practitioners use it at night.",723,batch-003,1Op6BZ2jlMkeJHeJ3X6UA5AFnX-VrinTApN5rpDr07CA,https://docs.google.com/document/d/1Op6BZ2jlMkeJHeJ3X6UA5AFnX-VrinTApN5rpDr07CA/edit?usp=drivesdk,,none
/gemstones/kyanite/affirmations,gemstones,M1 Stone Atlas,S1.8 affirmations,subpage,kyanite,affirmations,new,P3,Instruction,Kyanite Affirmations — Words That Suit the Stone,Kyanite Affirmations — How to Use Them with the Stone,"Kyanite's traditional associations with communication, clarity, and alignment inform affirmations around honest expression and mental focus. A practical how-to guide.",654,batch-067,1TRDXufMzPJ6lsXq-4QYw-v1a5dXKJoGpFxYpNxJTwmU,https://docs.google.com/document/d/1TRDXufMzPJ6lsXq-4QYw-v1a5dXKJoGpFxYpNxJTwmU/edit?usp=drivesdk,,No clinical evidence supports affirmations having effects attributable to the stone rather than to the practice itself; all rationale is tradition.
