page_id,url,level,macro,seed,intent_id,frame,question,stone,status,priority,decision,drive_folder
P-0394,/gemstones/blue-sandstone/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-blue-sandstone-can-go-in-water,Explanation,"Can Blue Sandstone go in water safely, and how should it be cleaned without damage?",blue-sandstone,new,P3,draft,6 Gemstone Sub-pages
P-0395,/gemstones/blue-sandstone/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-blue-sandstone-sleeping-with,Explanation,"Is it sensible to sleep with Blue Sandstone under the pillow or by the bed, and how is it done?",blue-sandstone,new,P3,draft,6 Gemstone Sub-pages
P-0396,/gemstones/blue-sandstone/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-blue-sandstone-how-to-identify,Instruction,"How do I tell real Blue Sandstone from fakes, glass, dyed or imitation material?",blue-sandstone,new,P3,draft,6 Gemstone Sub-pages
P-0397,/gemstones/blue-sandstone/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-blue-sandstone-price-guide,Explanation,"How much does Blue Sandstone cost, what drives its price, and how do I avoid overpaying?",blue-sandstone,new,P3,draft,6 Gemstone Sub-pages
P-0398,/gemstones/blue-sandstone/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-blue-sandstone-combinations,Evaluation,"Which crystals pair well with Blue Sandstone, for which goals, and which pairings to avoid?",blue-sandstone,new,P3,draft,6 Gemstone Sub-pages
P-0399,/gemstones/blue-sandstone/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-blue-sandstone-affirmations,Instruction,Which affirmations suit Blue Sandstone and how do I use them with the stone?,blue-sandstone,new,P3,draft,6 Gemstone Sub-pages
P-0400,/gemstones/brazilian-agate/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-brazilian-agate-who-should-not-wear,Evaluation,"Who should be cautious about wearing Brazilian Agate, and why (physical safety, tradition, astrology)?",brazilian-agate,new,P3,draft,6 Gemstone Sub-pages
P-0401,/gemstones/brazilian-agate/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-brazilian-agate-how-to-cleanse,Instruction,How do I cleanse and recharge Brazilian Agate without damaging it?,brazilian-agate,new,P3,draft,6 Gemstone Sub-pages
P-0402,/gemstones/brazilian-agate/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-brazilian-agate-can-go-in-water,Explanation,"Can Brazilian Agate go in water safely, and how should it be cleaned without damage?",brazilian-agate,new,P3,draft,6 Gemstone Sub-pages
P-0403,/gemstones/brazilian-agate/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-brazilian-agate-sleeping-with,Explanation,"Is it sensible to sleep with Brazilian Agate under the pillow or by the bed, and how is it done?",brazilian-agate,new,P3,draft,6 Gemstone Sub-pages
P-0404,/gemstones/brazilian-agate/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-brazilian-agate-how-to-identify,Instruction,"How do I tell real Brazilian Agate from fakes, glass, dyed or imitation material?",brazilian-agate,new,P3,draft,6 Gemstone Sub-pages
P-0405,/gemstones/brazilian-agate/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-brazilian-agate-price-guide,Explanation,"How much does Brazilian Agate cost, what drives its price, and how do I avoid overpaying?",brazilian-agate,new,P3,draft,6 Gemstone Sub-pages
P-0406,/gemstones/brazilian-agate/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-brazilian-agate-combinations,Evaluation,"Which crystals pair well with Brazilian Agate, for which goals, and which pairings to avoid?",brazilian-agate,new,P3,draft,6 Gemstone Sub-pages
P-0407,/gemstones/brazilian-agate/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-brazilian-agate-affirmations,Instruction,Which affirmations suit Brazilian Agate and how do I use them with the stone?,brazilian-agate,new,P3,draft,6 Gemstone Sub-pages
P-0408,/gemstones/caribbean-calcite/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-caribbean-calcite-who-should-not-wear,Evaluation,"Who should be cautious about wearing Caribbean Calcite, and why (physical safety, tradition, astrology)?",caribbean-calcite,new,P3,draft,6 Gemstone Sub-pages
P-0409,/gemstones/caribbean-calcite/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-caribbean-calcite-how-to-cleanse,Instruction,How do I cleanse and recharge Caribbean Calcite without damaging it?,caribbean-calcite,new,P3,draft,6 Gemstone Sub-pages
P-0410,/gemstones/caribbean-calcite/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-caribbean-calcite-can-go-in-water,Explanation,"Can Caribbean Calcite go in water safely, and how should it be cleaned without damage?",caribbean-calcite,new,P3,draft,6 Gemstone Sub-pages
P-0411,/gemstones/caribbean-calcite/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-caribbean-calcite-sleeping-with,Explanation,"Is it sensible to sleep with Caribbean Calcite under the pillow or by the bed, and how is it done?",caribbean-calcite,new,P3,draft,6 Gemstone Sub-pages
P-0412,/gemstones/caribbean-calcite/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-caribbean-calcite-how-to-identify,Instruction,"How do I tell real Caribbean Calcite from fakes, glass, dyed or imitation material?",caribbean-calcite,new,P3,draft,6 Gemstone Sub-pages
P-0413,/gemstones/caribbean-calcite/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-caribbean-calcite-price-guide,Explanation,"How much does Caribbean Calcite cost, what drives its price, and how do I avoid overpaying?",caribbean-calcite,new,P3,draft,6 Gemstone Sub-pages
P-0414,/gemstones/caribbean-calcite/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-caribbean-calcite-combinations,Evaluation,"Which crystals pair well with Caribbean Calcite, for which goals, and which pairings to avoid?",caribbean-calcite,new,P3,draft,6 Gemstone Sub-pages
P-0415,/gemstones/caribbean-calcite/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-caribbean-calcite-affirmations,Instruction,Which affirmations suit Caribbean Calcite and how do I use them with the stone?,caribbean-calcite,new,P3,draft,6 Gemstone Sub-pages
P-0416,/gemstones/carnelian-agate/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-carnelian-agate-who-should-not-wear,Evaluation,"Who should be cautious about wearing Carnelian Agate, and why (physical safety, tradition, astrology)?",carnelian-agate,new,P3,draft,6 Gemstone Sub-pages
P-0417,/gemstones/carnelian-agate/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-carnelian-agate-how-to-cleanse,Instruction,How do I cleanse and recharge Carnelian Agate without damaging it?,carnelian-agate,new,P3,draft,6 Gemstone Sub-pages
P-0418,/gemstones/carnelian-agate/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-carnelian-agate-can-go-in-water,Explanation,"Can Carnelian Agate go in water safely, and how should it be cleaned without damage?",carnelian-agate,new,P3,draft,6 Gemstone Sub-pages
P-0419,/gemstones/carnelian-agate/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-carnelian-agate-sleeping-with,Explanation,"Is it sensible to sleep with Carnelian Agate under the pillow or by the bed, and how is it done?",carnelian-agate,new,P3,draft,6 Gemstone Sub-pages
P-0420,/gemstones/carnelian-agate/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-carnelian-agate-how-to-identify,Instruction,"How do I tell real Carnelian Agate from fakes, glass, dyed or imitation material?",carnelian-agate,new,P3,draft,6 Gemstone Sub-pages
P-0421,/gemstones/carnelian-agate/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-carnelian-agate-price-guide,Explanation,"How much does Carnelian Agate cost, what drives its price, and how do I avoid overpaying?",carnelian-agate,new,P3,draft,6 Gemstone Sub-pages
P-0422,/gemstones/carnelian-agate/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-carnelian-agate-combinations,Evaluation,"Which crystals pair well with Carnelian Agate, for which goals, and which pairings to avoid?",carnelian-agate,new,P3,draft,6 Gemstone Sub-pages
P-0423,/gemstones/carnelian-agate/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-carnelian-agate-affirmations,Instruction,Which affirmations suit Carnelian Agate and how do I use them with the stone?,carnelian-agate,new,P3,draft,6 Gemstone Sub-pages
P-0424,/gemstones/cherry-quartz/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-cherry-quartz-who-should-not-wear,Evaluation,"Who should be cautious about wearing Cherry Quartz, and why (physical safety, tradition, astrology)?",cherry-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0425,/gemstones/cherry-quartz/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-cherry-quartz-how-to-cleanse,Instruction,How do I cleanse and recharge Cherry Quartz without damaging it?,cherry-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0426,/gemstones/cherry-quartz/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-cherry-quartz-can-go-in-water,Explanation,"Can Cherry Quartz go in water safely, and how should it be cleaned without damage?",cherry-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0427,/gemstones/cherry-quartz/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-cherry-quartz-sleeping-with,Explanation,"Is it sensible to sleep with Cherry Quartz under the pillow or by the bed, and how is it done?",cherry-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0428,/gemstones/cherry-quartz/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-cherry-quartz-how-to-identify,Instruction,"How do I tell real Cherry Quartz from fakes, glass, dyed or imitation material?",cherry-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0429,/gemstones/cherry-quartz/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-cherry-quartz-price-guide,Explanation,"How much does Cherry Quartz cost, what drives its price, and how do I avoid overpaying?",cherry-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0430,/gemstones/cherry-quartz/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-cherry-quartz-combinations,Evaluation,"Which crystals pair well with Cherry Quartz, for which goals, and which pairings to avoid?",cherry-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0431,/gemstones/cherry-quartz/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-cherry-quartz-affirmations,Instruction,Which affirmations suit Cherry Quartz and how do I use them with the stone?,cherry-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0432,/gemstones/crackle-quartz/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-crackle-quartz-who-should-not-wear,Evaluation,"Who should be cautious about wearing Crackle Quartz, and why (physical safety, tradition, astrology)?",crackle-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0433,/gemstones/crackle-quartz/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-crackle-quartz-how-to-cleanse,Instruction,How do I cleanse and recharge Crackle Quartz without damaging it?,crackle-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0434,/gemstones/crackle-quartz/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-crackle-quartz-can-go-in-water,Explanation,"Can Crackle Quartz go in water safely, and how should it be cleaned without damage?",crackle-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0435,/gemstones/crackle-quartz/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-crackle-quartz-sleeping-with,Explanation,"Is it sensible to sleep with Crackle Quartz under the pillow or by the bed, and how is it done?",crackle-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0436,/gemstones/crackle-quartz/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-crackle-quartz-how-to-identify,Instruction,"How do I tell real Crackle Quartz from fakes, glass, dyed or imitation material?",crackle-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0437,/gemstones/crackle-quartz/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-crackle-quartz-price-guide,Explanation,"How much does Crackle Quartz cost, what drives its price, and how do I avoid overpaying?",crackle-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0438,/gemstones/crackle-quartz/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-crackle-quartz-combinations,Evaluation,"Which crystals pair well with Crackle Quartz, for which goals, and which pairings to avoid?",crackle-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0439,/gemstones/crackle-quartz/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-crackle-quartz-affirmations,Instruction,Which affirmations suit Crackle Quartz and how do I use them with the stone?,crackle-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0440,/gemstones/druzy-quartz/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-druzy-quartz-who-should-not-wear,Evaluation,"Who should be cautious about wearing Druzy Quartz, and why (physical safety, tradition, astrology)?",druzy-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0441,/gemstones/druzy-quartz/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-druzy-quartz-how-to-cleanse,Instruction,How do I cleanse and recharge Druzy Quartz without damaging it?,druzy-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0442,/gemstones/druzy-quartz/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-druzy-quartz-can-go-in-water,Explanation,"Can Druzy Quartz go in water safely, and how should it be cleaned without damage?",druzy-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0443,/gemstones/druzy-quartz/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-druzy-quartz-sleeping-with,Explanation,"Is it sensible to sleep with Druzy Quartz under the pillow or by the bed, and how is it done?",druzy-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0444,/gemstones/druzy-quartz/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-druzy-quartz-how-to-identify,Instruction,"How do I tell real Druzy Quartz from fakes, glass, dyed or imitation material?",druzy-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0445,/gemstones/druzy-quartz/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-druzy-quartz-price-guide,Explanation,"How much does Druzy Quartz cost, what drives its price, and how do I avoid overpaying?",druzy-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0446,/gemstones/druzy-quartz/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-druzy-quartz-combinations,Evaluation,"Which crystals pair well with Druzy Quartz, for which goals, and which pairings to avoid?",druzy-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0447,/gemstones/druzy-quartz/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-druzy-quartz-affirmations,Instruction,Which affirmations suit Druzy Quartz and how do I use them with the stone?,druzy-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0448,/gemstones/emerald/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-emerald-how-to-cleanse,Instruction,How do I cleanse and recharge Emerald without damaging it?,emerald,new,P3,draft,6 Gemstone Sub-pages
P-0449,/gemstones/emerald/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-emerald-can-go-in-water,Explanation,"Can Emerald go in water safely, and how should it be cleaned without damage?",emerald,new,P3,draft,6 Gemstone Sub-pages
P-0450,/gemstones/emerald/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-emerald-sleeping-with,Explanation,"Is it sensible to sleep with Emerald under the pillow or by the bed, and how is it done?",emerald,new,P3,draft,6 Gemstone Sub-pages
P-0451,/gemstones/emerald/meaning,Node,M1 Stone Atlas,S1.1 meaning,INT-emerald-meaning,Explanation,"What does Emerald mean, what is it, and what is it traditionally used for?",emerald,new,P3,draft,6 Gemstone Sub-pages
P-0452,/gemstones/emerald/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-emerald-how-to-identify,Instruction,"How do I tell real Emerald from fakes, glass, dyed or imitation material?",emerald,new,P3,draft,6 Gemstone Sub-pages
P-0453,/gemstones/emerald/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-emerald-price-guide,Explanation,"How much does Emerald cost, what drives its price, and how do I avoid overpaying?",emerald,new,P3,draft,6 Gemstone Sub-pages
P-0454,/gemstones/emerald/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-emerald-combinations,Evaluation,"Which crystals pair well with Emerald, for which goals, and which pairings to avoid?",emerald,new,P3,draft,6 Gemstone Sub-pages
P-0455,/gemstones/emerald/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-emerald-affirmations,Instruction,Which affirmations suit Emerald and how do I use them with the stone?,emerald,new,P3,draft,6 Gemstone Sub-pages
P-0456,/gemstones/fancy-jasper/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-fancy-jasper-who-should-not-wear,Evaluation,"Who should be cautious about wearing Fancy Jasper, and why (physical safety, tradition, astrology)?",fancy-jasper,new,P3,draft,6 Gemstone Sub-pages
P-0457,/gemstones/fancy-jasper/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-fancy-jasper-how-to-cleanse,Instruction,How do I cleanse and recharge Fancy Jasper without damaging it?,fancy-jasper,new,P3,draft,6 Gemstone Sub-pages
P-0458,/gemstones/fancy-jasper/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-fancy-jasper-can-go-in-water,Explanation,"Can Fancy Jasper go in water safely, and how should it be cleaned without damage?",fancy-jasper,new,P3,draft,6 Gemstone Sub-pages
P-0459,/gemstones/fancy-jasper/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-fancy-jasper-sleeping-with,Explanation,"Is it sensible to sleep with Fancy Jasper under the pillow or by the bed, and how is it done?",fancy-jasper,new,P3,draft,6 Gemstone Sub-pages
P-0460,/gemstones/fancy-jasper/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-fancy-jasper-how-to-identify,Instruction,"How do I tell real Fancy Jasper from fakes, glass, dyed or imitation material?",fancy-jasper,new,P3,draft,6 Gemstone Sub-pages
P-0461,/gemstones/fancy-jasper/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-fancy-jasper-price-guide,Explanation,"How much does Fancy Jasper cost, what drives its price, and how do I avoid overpaying?",fancy-jasper,new,P3,draft,6 Gemstone Sub-pages
P-0462,/gemstones/fancy-jasper/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-fancy-jasper-combinations,Evaluation,"Which crystals pair well with Fancy Jasper, for which goals, and which pairings to avoid?",fancy-jasper,new,P3,draft,6 Gemstone Sub-pages
P-0463,/gemstones/fancy-jasper/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-fancy-jasper-affirmations,Instruction,Which affirmations suit Fancy Jasper and how do I use them with the stone?,fancy-jasper,new,P3,draft,6 Gemstone Sub-pages
P-0464,/gemstones/flower-agate/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-flower-agate-who-should-not-wear,Evaluation,"Who should be cautious about wearing Flower Agate, and why (physical safety, tradition, astrology)?",flower-agate,new,P3,draft,6 Gemstone Sub-pages
P-0465,/gemstones/flower-agate/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-flower-agate-how-to-cleanse,Instruction,How do I cleanse and recharge Flower Agate without damaging it?,flower-agate,new,P3,draft,6 Gemstone Sub-pages
P-0466,/gemstones/flower-agate/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-flower-agate-sleeping-with,Explanation,"Is it sensible to sleep with Flower Agate under the pillow or by the bed, and how is it done?",flower-agate,new,P3,draft,6 Gemstone Sub-pages
P-0467,/gemstones/flower-agate/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-flower-agate-how-to-identify,Instruction,"How do I tell real Flower Agate from fakes, glass, dyed or imitation material?",flower-agate,new,P3,draft,6 Gemstone Sub-pages
P-0468,/gemstones/flower-agate/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-flower-agate-price-guide,Explanation,"How much does Flower Agate cost, what drives its price, and how do I avoid overpaying?",flower-agate,new,P3,draft,6 Gemstone Sub-pages
P-0469,/gemstones/flower-agate/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-flower-agate-combinations,Evaluation,"Which crystals pair well with Flower Agate, for which goals, and which pairings to avoid?",flower-agate,new,P3,draft,6 Gemstone Sub-pages
P-0470,/gemstones/flower-agate/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-flower-agate-affirmations,Instruction,Which affirmations suit Flower Agate and how do I use them with the stone?,flower-agate,new,P3,draft,6 Gemstone Sub-pages
P-0471,/gemstones/garden-quartz/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-garden-quartz-who-should-not-wear,Evaluation,"Who should be cautious about wearing Garden Quartz, and why (physical safety, tradition, astrology)?",garden-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0472,/gemstones/garden-quartz/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-garden-quartz-how-to-cleanse,Instruction,How do I cleanse and recharge Garden Quartz without damaging it?,garden-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0473,/gemstones/garden-quartz/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-garden-quartz-can-go-in-water,Explanation,"Can Garden Quartz go in water safely, and how should it be cleaned without damage?",garden-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0474,/gemstones/garden-quartz/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-garden-quartz-sleeping-with,Explanation,"Is it sensible to sleep with Garden Quartz under the pillow or by the bed, and how is it done?",garden-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0475,/gemstones/garden-quartz/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-garden-quartz-how-to-identify,Instruction,"How do I tell real Garden Quartz from fakes, glass, dyed or imitation material?",garden-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0476,/gemstones/garden-quartz/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-garden-quartz-price-guide,Explanation,"How much does Garden Quartz cost, what drives its price, and how do I avoid overpaying?",garden-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0477,/gemstones/garden-quartz/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-garden-quartz-combinations,Evaluation,"Which crystals pair well with Garden Quartz, for which goals, and which pairings to avoid?",garden-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0478,/gemstones/garden-quartz/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-garden-quartz-affirmations,Instruction,Which affirmations suit Garden Quartz and how do I use them with the stone?,garden-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0479,/gemstones/grape-agate/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-grape-agate-who-should-not-wear,Evaluation,"Who should be cautious about wearing Grape Agate, and why (physical safety, tradition, astrology)?",grape-agate,new,P3,draft,6 Gemstone Sub-pages
P-0480,/gemstones/grape-agate/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-grape-agate-how-to-cleanse,Instruction,How do I cleanse and recharge Grape Agate without damaging it?,grape-agate,new,P3,draft,6 Gemstone Sub-pages
P-0481,/gemstones/grape-agate/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-grape-agate-can-go-in-water,Explanation,"Can Grape Agate go in water safely, and how should it be cleaned without damage?",grape-agate,new,P3,draft,6 Gemstone Sub-pages
P-0482,/gemstones/grape-agate/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-grape-agate-sleeping-with,Explanation,"Is it sensible to sleep with Grape Agate under the pillow or by the bed, and how is it done?",grape-agate,new,P3,draft,6 Gemstone Sub-pages
P-0483,/gemstones/grape-agate/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-grape-agate-how-to-identify,Instruction,"How do I tell real Grape Agate from fakes, glass, dyed or imitation material?",grape-agate,new,P3,draft,6 Gemstone Sub-pages
P-0484,/gemstones/grape-agate/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-grape-agate-price-guide,Explanation,"How much does Grape Agate cost, what drives its price, and how do I avoid overpaying?",grape-agate,new,P3,draft,6 Gemstone Sub-pages
P-0485,/gemstones/grape-agate/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-grape-agate-combinations,Evaluation,"Which crystals pair well with Grape Agate, for which goals, and which pairings to avoid?",grape-agate,new,P3,draft,6 Gemstone Sub-pages
P-0486,/gemstones/grape-agate/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-grape-agate-affirmations,Instruction,Which affirmations suit Grape Agate and how do I use them with the stone?,grape-agate,new,P3,draft,6 Gemstone Sub-pages
P-0487,/gemstones/honey-calcite/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-honey-calcite-who-should-not-wear,Evaluation,"Who should be cautious about wearing Honey Calcite, and why (physical safety, tradition, astrology)?",honey-calcite,new,P3,draft,6 Gemstone Sub-pages
P-0488,/gemstones/honey-calcite/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-honey-calcite-how-to-cleanse,Instruction,How do I cleanse and recharge Honey Calcite without damaging it?,honey-calcite,new,P3,draft,6 Gemstone Sub-pages
P-0489,/gemstones/honey-calcite/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-honey-calcite-can-go-in-water,Explanation,"Can Honey Calcite go in water safely, and how should it be cleaned without damage?",honey-calcite,new,P3,draft,6 Gemstone Sub-pages
P-0490,/gemstones/honey-calcite/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-honey-calcite-sleeping-with,Explanation,"Is it sensible to sleep with Honey Calcite under the pillow or by the bed, and how is it done?",honey-calcite,new,P3,draft,6 Gemstone Sub-pages
P-0491,/gemstones/honey-calcite/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-honey-calcite-how-to-identify,Instruction,"How do I tell real Honey Calcite from fakes, glass, dyed or imitation material?",honey-calcite,new,P3,draft,6 Gemstone Sub-pages
P-0492,/gemstones/honey-calcite/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-honey-calcite-price-guide,Explanation,"How much does Honey Calcite cost, what drives its price, and how do I avoid overpaying?",honey-calcite,new,P3,draft,6 Gemstone Sub-pages
P-0493,/gemstones/honey-calcite/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-honey-calcite-combinations,Evaluation,"Which crystals pair well with Honey Calcite, for which goals, and which pairings to avoid?",honey-calcite,new,P3,draft,6 Gemstone Sub-pages
P-0494,/gemstones/honey-calcite/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-honey-calcite-affirmations,Instruction,Which affirmations suit Honey Calcite and how do I use them with the stone?,honey-calcite,new,P3,draft,6 Gemstone Sub-pages
P-0495,/gemstones/kyanite/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-kyanite-who-should-not-wear,Evaluation,"Who should be cautious about wearing Kyanite, and why (physical safety, tradition, astrology)?",kyanite,new,P3,draft,6 Gemstone Sub-pages
P-0496,/gemstones/kyanite/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-kyanite-how-to-cleanse,Instruction,How do I cleanse and recharge Kyanite without damaging it?,kyanite,new,P3,draft,6 Gemstone Sub-pages
P-0497,/gemstones/kyanite/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-kyanite-can-go-in-water,Explanation,"Can Kyanite go in water safely, and how should it be cleaned without damage?",kyanite,new,P3,draft,6 Gemstone Sub-pages
